Scenario;Region;Sector;Set;Name;Description;Unit;Type;Sub type;Lim type;Time slice level;Peak time slice
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-Cok_Gas_Share_;Positive dummy var for UC: UCSU_Com-Cok_Gas_Share;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;Uc_gaz_com_up_;Positive dummy var for UC: Uc_gaz_com_up;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BA_Gas_Share_CH_;Positive dummy var for UC: UCSU_Com-BA_Gas_Share_CH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BP_Gas_Share_CH_;Positive dummy var for UC: UCSU_Com-BP_Gas_Share_CH;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_IND_moderation_biom_;Positive dummy var for UC: UC_IND_moderation_biom;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;Uc_limitation_HFO_;Positive dummy var for UC: Uc_limitation_HFO;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_tra_car_ELC_WAM_;Positive dummy var for UC: UC_tra_car_ELC_WAM;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;TRA_TLCV_stop_thermique_;Positive dummy var for UC: TRA_TLCV_stop_thermique;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;Retrofit_C_WEM_BY+1_;Positive dummy var for UC: Retrofit_C_WEM_BY+1;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_tra_bus_ELC_;Positive dummy var for UC: UC_tra_bus_ELC;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCA_MIN_RADAP_;Positive dummy var for UC: UCA_MIN_RADAP;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CO_Gas_ShareCC_;Positive dummy var for UC: UCSU_Com-CO_Gas_ShareCC;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Prod_max_sol_COM_;Positive dummy var for UC: Prod_max_sol_COM;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_Limitation_comb_solid_fossil_;Positive dummy var for UC: UC_Limitation_comb_solid_fossil;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-3F_Gas_Share_RH_;Positive dummy var for UC: UCSU_Rsd-3F_Gas_Share_RH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CS_Gas_Share_CW_;Positive dummy var for UC: UCSU_Com-CS_Gas_Share_CW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;Retrofit_C_WEM_;Positive dummy var for UC: Retrofit_C_WEM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-4F_Gas_Share_RW_;Positive dummy var for UC: UCSU_Rsd-4F_Gas_Share_RW;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-App_Gas_Share_RW_;Positive dummy var for UC: UCSU_Rsd-App_Gas_Share_RW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;Tra_car_fiscalite_elc_;Positive dummy var for UC: Tra_car_fiscalite_elc;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Cars_Medium-Upper_Share_;Positive dummy var for UC: UCSL_Cars_Medium-Upper_Share;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BP_Gas_Share_CW_;Positive dummy var for UC: UCSU_Com-BP_Gas_Share_CW;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;UC_IND_moderation_biom_;Positive dummy var for UC: UC_IND_moderation_biom;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;C-SER_limitation_fossil_New_maison_;Positive dummy var for UC: C-SER_limitation_fossil_New_maison;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;C-SER_limitation_fossil_New_Appart_;Positive dummy var for UC: C-SER_limitation_fossil_New_Appart;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;UC_switch_COM_moderation_OIL_WEM_;Positive dummy var for UC: UC_switch_COM_moderation_OIL_WEM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Truck14_28t_Share_;Positive dummy var for UC: UCSL_Truck14_28t_Share;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_switch_COM_moderation_OIL_WAM_;Positive dummy var for UC: UC_switch_COM_moderation_OIL_WAM;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC-HP_RSD_wam_;Positive dummy var for UC: UC-HP_RSD_wam;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;CAP_wood_RSD_;Positive dummy var for UC: CAP_wood_RSD;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-2F_Gas_Share_RW_;Positive dummy var for UC: UCSU_Rsd-2F_Gas_Share_RW;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BA_Gas_Share_CW_;Positive dummy var for UC: UCSU_Com-BA_Gas_Share_CW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_CONS_RSD_2050_;Positive dummy var for UC: UC_WAM_CONS_RSD_2050;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UC_Max_HP_potentiel_rsd_;Positive dummy var for UC: UC_Max_HP_potentiel_rsd;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BA_Gas_ShareCC_;Positive dummy var for UC: UCSU_Com-BA_Gas_ShareCC;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CO_Gas_Share_CW_;Positive dummy var for UC: UCSU_Com-CO_Gas_Share_CW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_tra_pass_DST_;Positive dummy var for UC: UC_tra_pass_DST;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_HP_COM_2030_;Positive dummy var for UC: UC_WAM_HP_COM_2030;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Uc_Max_HP_potentiel_Ind_IPP_;Positive dummy var for UC: Uc_Max_HP_potentiel_Ind_IPP;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CS_Gas_Share_CH_;Positive dummy var for UC: UCSU_Com-CS_Gas_Share_CH;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_WIN_;Positive dummy var for UC: UC_WAM_ELC_WIN;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-3F_Gas_Share_RW_;Positive dummy var for UC: UCSU_Rsd-3F_Gas_Share_RW;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Uc_Max_HP_potentiel_Ind_ICH_;Positive dummy var for UC: Uc_Max_HP_potentiel_Ind_ICH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Cars_Mediumn-Lower_Share_;Positive dummy var for UC: UCSL_Cars_Mediumn-Lower_Share;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_GEO_puits_;Positive dummy var for UC: UC_WAM_GEO_puits;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_CONS_RSD_2040_;Positive dummy var for UC: UC_WAM_CONS_RSD_2040;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-SA_Gas_ShareCC_;Positive dummy var for UC: UCSU_Com-SA_Gas_ShareCC;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_CONS_RSD_2030_;Positive dummy var for UC: UC_WAM_CONS_RSD_2030;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Trucks14t_Share_;Positive dummy var for UC: UCSL_Trucks14t_Share;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;CAP_wood_COM_;Positive dummy var for UC: CAP_wood_COM;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;Moderation_CHP_ind_;Positive dummy var for UC: Moderation_CHP_ind;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_reno_rsd_;Positive dummy var for UC: UC_WAM_reno_rsd;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;CAP_wood_RSD_;Positive dummy var for UC: CAP_wood_RSD;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_tra_car_HYB_;Positive dummy var for UC: UC_tra_car_HYB;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_share_conso_HET_;Positive dummy var for UC: UC_share_conso_HET;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCA_MIN_RAD4F_;Positive dummy var for UC: UCA_MIN_RAD4F;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-2F_Gas_Share_RH_;Positive dummy var for UC: UCSU_Rsd-2F_Gas_Share_RH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CO_Gas_Share_CH_;Positive dummy var for UC: UCSU_Com-CO_Gas_Share_CH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_CarsSmall_Share_;Positive dummy var for UC: UCSL_CarsSmall_Share;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CS_Gas_ShareCC_;Positive dummy var for UC: UCSU_Com-CS_Gas_ShareCC;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-EN_Gas_Share_CW_;Positive dummy var for UC: UCSU_Com-EN_Gas_Share_CW;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UC_Max_HP_potentiel_com_;Positive dummy var for UC: UC_Max_HP_potentiel_com;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_share_conso_HET_2_;Positive dummy var for UC: UC_share_conso_HET_2;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_WOO_COM_2030_;Positive dummy var for UC: UC_WAM_WOO_COM_2030;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_Biom_post2030_;Positive dummy var for UC: UC_WAM_ELC_Biom_post2030;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Cars_Executive_Share_;Positive dummy var for UC: UCSL_Cars_Executive_Share;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;chp_conserve_exist_;Positive dummy var for UC: chp_conserve_exist;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Truck40_50t_Share_;Positive dummy var for UC: UCSL_Truck40_50t_Share;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Uc_Max_HP_potentiel_Ind_IOI_;Positive dummy var for UC: Uc_Max_HP_potentiel_Ind_IOI;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_switch_RSD_moderation_OIL_WAM_;Positive dummy var for UC: UC_switch_RSD_moderation_OIL_WAM;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_Biom_;Positive dummy var for UC: UC_WAM_ELC_Biom;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-SA_Gas_Share_CW_;Positive dummy var for UC: UCSU_Com-SA_Gas_Share_CW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_PV_;Positive dummy var for UC: UC_WAM_ELC_PV;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_HET_com_;Positive dummy var for UC: UC_WAM_HET_com;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;CAP_wood_COM_;Positive dummy var for UC: CAP_wood_COM;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_CONS_COM_;Positive dummy var for UC: UC_WAM_CONS_COM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Truck28_40t_Share_;Positive dummy var for UC: UCSL_Truck28_40t_Share;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Uc_Max_HP_potentiel_Ind_IOF_;Positive dummy var for UC: Uc_Max_HP_potentiel_Ind_IOF;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-EN_Gas_ShareCC_;Positive dummy var for UC: UCSU_Com-EN_Gas_ShareCC;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UC_HP_nw_stat_;Positive dummy var for UC: UC_HP_nw_stat;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;NO_Mazout_2040_;Positive dummy var for UC: NO_Mazout_2040;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-SA_Gas_Share_CH_;Positive dummy var for UC: UCSU_Com-SA_Gas_Share_CH;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_HP_COM_;Positive dummy var for UC: UC_WAM_HP_COM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-EN_Gas_Share_CH_;Positive dummy var for UC: UCSU_Com-EN_Gas_Share_CH;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;chp_conserve_exist_;Positive dummy var for UC: chp_conserve_exist;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;PV_resentiel_;Positive dummy var for UC: PV_resentiel;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC-HP_RSD_wam_COP_min_;Positive dummy var for UC: UC-HP_RSD_wam_COP_min;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;UC_switch_RSD_moderation_OIL_WEM_;Positive dummy var for UC: UC_switch_RSD_moderation_OIL_WEM;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;Uc_GAZ_commercial_WAM_;Positive dummy var for UC: Uc_GAZ_commercial_WAM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-4F_Gas_Share_RH_;Positive dummy var for UC: UCSU_Rsd-4F_Gas_Share_RH;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UC_Pvgreenfield_;Positive dummy var for UC: UC_Pvgreenfield;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCA_MIN_RAD2F_;Positive dummy var for UC: UCA_MIN_RAD2F;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-App_Gas_Share_RH_;Positive dummy var for UC: UCSU_Rsd-App_Gas_Share_RH;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;TRA_CAR_stop_thermique-;Negative dummy var for UC: TRA_CAR_stop_thermique;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCA_MIN_RAD3F-;Negative dummy var for UC: UCA_MIN_RAD3F;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_WOO_RSD_2030-;Negative dummy var for UC: UC_WAM_WOO_RSD_2030;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;NO_COA_2030-;Negative dummy var for UC: NO_COA_2030;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-Cok_Gas_Share-;Negative dummy var for UC: UCSU_Rsd-Cok_Gas_Share;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Prod_max_sol_RSD-;Negative dummy var for UC: Prod_max_sol_RSD;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_hyd-;Negative dummy var for UC: UC_WAM_ELC_hyd;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BP_Gas_ShareCC-;Negative dummy var for UC: UCSU_Com-BP_Gas_ShareCC;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;UC_Limitation_comb_solid_fossil-;Negative dummy var for UC: UC_Limitation_comb_solid_fossil;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-Cok_Gas_Share-;Negative dummy var for UC: UCSU_Com-Cok_Gas_Share;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;Uc_gaz_com_up-;Negative dummy var for UC: Uc_gaz_com_up;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BA_Gas_Share_CH-;Negative dummy var for UC: UCSU_Com-BA_Gas_Share_CH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BP_Gas_Share_CH-;Negative dummy var for UC: UCSU_Com-BP_Gas_Share_CH;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_IND_moderation_biom-;Negative dummy var for UC: UC_IND_moderation_biom;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;Uc_limitation_HFO-;Negative dummy var for UC: Uc_limitation_HFO;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_tra_car_ELC_WAM-;Negative dummy var for UC: UC_tra_car_ELC_WAM;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;TRA_TLCV_stop_thermique-;Negative dummy var for UC: TRA_TLCV_stop_thermique;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;Retrofit_C_WEM_BY+1-;Negative dummy var for UC: Retrofit_C_WEM_BY+1;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_tra_bus_ELC-;Negative dummy var for UC: UC_tra_bus_ELC;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCA_MIN_RADAP-;Negative dummy var for UC: UCA_MIN_RADAP;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CO_Gas_ShareCC-;Negative dummy var for UC: UCSU_Com-CO_Gas_ShareCC;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Prod_max_sol_COM-;Negative dummy var for UC: Prod_max_sol_COM;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_Limitation_comb_solid_fossil-;Negative dummy var for UC: UC_Limitation_comb_solid_fossil;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-3F_Gas_Share_RH-;Negative dummy var for UC: UCSU_Rsd-3F_Gas_Share_RH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CS_Gas_Share_CW-;Negative dummy var for UC: UCSU_Com-CS_Gas_Share_CW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;Retrofit_C_WEM-;Negative dummy var for UC: Retrofit_C_WEM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-4F_Gas_Share_RW-;Negative dummy var for UC: UCSU_Rsd-4F_Gas_Share_RW;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-App_Gas_Share_RW-;Negative dummy var for UC: UCSU_Rsd-App_Gas_Share_RW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;Tra_car_fiscalite_elc-;Negative dummy var for UC: Tra_car_fiscalite_elc;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Cars_Medium-Upper_Share-;Negative dummy var for UC: UCSL_Cars_Medium-Upper_Share;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BP_Gas_Share_CW-;Negative dummy var for UC: UCSU_Com-BP_Gas_Share_CW;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;UC_IND_moderation_biom-;Negative dummy var for UC: UC_IND_moderation_biom;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;C-SER_limitation_fossil_New_maison-;Negative dummy var for UC: C-SER_limitation_fossil_New_maison;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;C-SER_limitation_fossil_New_Appart-;Negative dummy var for UC: C-SER_limitation_fossil_New_Appart;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;UC_switch_COM_moderation_OIL_WEM-;Negative dummy var for UC: UC_switch_COM_moderation_OIL_WEM;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Truck14_28t_Share-;Negative dummy var for UC: UCSL_Truck14_28t_Share;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;UC_switch_COM_moderation_OIL_WAM-;Negative dummy var for UC: UC_switch_COM_moderation_OIL_WAM;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC-HP_RSD_wam-;Negative dummy var for UC: UC-HP_RSD_wam;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;CAP_wood_RSD-;Negative dummy var for UC: CAP_wood_RSD;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-2F_Gas_Share_RW-;Negative dummy var for UC: UCSU_Rsd-2F_Gas_Share_RW;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BA_Gas_Share_CW-;Negative dummy var for UC: UCSU_Com-BA_Gas_Share_CW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_CONS_RSD_2050-;Negative dummy var for UC: UC_WAM_CONS_RSD_2050;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UC_Max_HP_potentiel_rsd-;Negative dummy var for UC: UC_Max_HP_potentiel_rsd;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-BA_Gas_ShareCC-;Negative dummy var for UC: UCSU_Com-BA_Gas_ShareCC;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CO_Gas_Share_CW-;Negative dummy var for UC: UCSU_Com-CO_Gas_Share_CW;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_tra_pass_DST-;Negative dummy var for UC: UC_tra_pass_DST;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_HP_COM_2030-;Negative dummy var for UC: UC_WAM_HP_COM_2030;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Uc_Max_HP_potentiel_Ind_IPP-;Negative dummy var for UC: Uc_Max_HP_potentiel_Ind_IPP;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-CS_Gas_Share_CH-;Negative dummy var for UC: UCSU_Com-CS_Gas_Share_CH;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_ELC_WIN-;Negative dummy var for UC: UC_WAM_ELC_WIN;UCU;NRG;dummy;;;
SUP-BioFuels;RW;SUP;.NRG.;SUPHET;production de chaleur (SUP);PJ;NRG;;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Rsd-3F_Gas_Share_RW-;Negative dummy var for UC: UCSU_Rsd-3F_Gas_Share_RW;UCU;NRG;dummy;;;
Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;Uc_Max_HP_potentiel_Ind_ICH-;Negative dummy var for UC: Uc_Max_HP_potentiel_Ind_ICH;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Cars_Mediumn-Lower_Share-;Negative dummy var for UC: UCSL_Cars_Mediumn-Lower_Share;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_GEO_puits-;Negative dummy var for UC: UC_WAM_GEO_puits;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_CONS_RSD_2040-;Negative dummy var for UC: UC_WAM_CONS_RSD_2040;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSU_Com-SA_Gas_ShareCC-;Negative dummy var for UC: UCSU_Com-SA_Gas_ShareCC;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_CONS_RSD_2030-;Negative dummy var for UC: UC_WAM_CONS_RSD_2030;UCU;NRG;dummy;;;
N-Rnw_Constraints_ELC_TRA_RSD_COM;RW;-;NRG;UCSL_Trucks14t_Share-;Negative dummy var for UC: UCSL_Trucks14t_Share;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;CAP_wood_COM-;Negative dummy var for UC: CAP_wood_COM;UCU;NRG;dummy;;;
moderations_Wam;RW;-;NRG;Moderation_CHP_ind-;Negative dummy var for UC: Moderation_CHP_ind;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_WAM_reno_rsd-;Negative dummy var for UC: UC_WAM_reno_rsd;UCU;NRG;dummy;;;
moderations_Ref;RW;-;NRG;CAP_wood_RSD-;Negative dummy var for UC: CAP_wood_RSD;UCU;NRG;dummy;;;
UC_objectifs_wam_panel;RW;-;NRG;UC_tra_car_HYB-;Negative dummy var for UC: UC_tra_car_HYB;UCU;NRG;dummy;;;
