Scenario;Region;Sector;Set;Name;Description;Activity unit;Capacity unit;Type;Sub type;Primary commodity group;Time slice level;Vintage
BASE;RW;TRA;.PRE.;TRAKER00;Fuel Tech - Kerosene - Jet Fuels (TRA);PJ;PJA;PRE;-;TRAKER;ANNUAL;0,00
BASE;RW;TRA;.PRE.;TRALPG00;Fuel Tech - Liquified Petroleum Gas (TRA);PJ;PJA;PRE;-;TRALPG;ANNUAL;0,00
BASE;RW;TRA;.DMD.;TTPELCDST00;Train Conventional Passengers Tech Existing;BPKM;BPKMA;DMD;-;TTP;ANNUAL;0,00
TRA-NewTechs;RW;TRA;.PRE.;TCHARGHOMN01;TCHARGHOMN01;PJ;GW;PRE;-;BATELCIN;DAYNITE;0,00
TRA-NewTechs;RW;TRA;.PRE.;TCHARGWRKN01;TCHARGWRKN01;PJ;GW;PRE;-;BATELCIN;DAYNITE;0,00
BASE;RW;AGR;.PRE.;AGROIL00;Fuel Tech - Oil (AGR);PJ;PJA;PRE;-;AGROIL;ANNUAL;0,00
BASE;RW;COM;.PRE.;CCDATELC200;Com.Space Cool.DATA.ELC.00.Windows.;PJ;GW;PRE;-;CCDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CCDATELC300;Com.Space Cool.DATA.ELC.00.Fans.;PJ;GW;PRE;-;CCDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CCENELC100;Com.Space Cool.EN.ELC.00.Central.;PJ;GW;PRE;-;CCEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CCENELC200;Com.Space Cool.EN.ELC.00.Windows.;PJ;GW;PRE;-;CCEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CCENELC300;Com.Space Cool.EN.ELC.00.Fans.;PJ;GW;PRE;-;CCEN;ANNUAL;0,00
BASE;RW;COM;.DMD.;CCOKCPS100;Com.Cooking.BIO.00.Stove.;PJ;PJA;DMD;-;CCOK;ANNUAL;0,00
BASE;RW;COM;.DMD.;CCOKELC100;Com.Cooking.ELC.00.Stove.;PJ;PJA;DMD;-;CCOK;ANNUAL;0,00
BASE;RW;COM;.DMD.;CCOKGAS100;Com.Cooking.GAS.00.Stove.;PJ;PJA;DMD;-;CCOK;ANNUAL;0,00
BASE;RW;COM;.DMD.;CCOKLPG100;Com.Cooking.LPG.00.Stove.;PJ;PJA;DMD;-;CCOK;ANNUAL;0,00
BASE;RW;COM;.PRE.;CCSAELC100;Com.Space Cool.SA.ELC.00.Central.;PJ;GW;PRE;-;CCSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBASOL100;Com.Space Heat.BA.SOL.00.Furnace.;PJ;GW;PRE;-;CHBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPBGS100;Com.Space Heat.BP.BGS.00.Furnace.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPCPS100;Com.Space Heat.BP.BIOCPS.00.Stove.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPELC100;Com.Space Heat.BP.ELC.00.Resistance.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPELC200;Com.Space Heat.BP.ELC.00.Heat Pump.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPGEO100;Com.Space Heat.BP.GEO.00.Furnace.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPGMX100;Com.Space Heat.BP.GAS.00.Furnace.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPHET100;Com.Space Heat.BP.LTH.00.Heat exchanger.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPLPG100;Com.Space Heat.BP.LPG.00.Furnace.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPOIL100;Com.Space Heat.BP.OIL.00.Furnace.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPPEL100;Com.Space Heat.BP.BIOPEL.00.Stove.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHBPSOL100;Com.Space Heat.BP.SOL.00.Furnace.;PJ;GW;PRE;-;CHBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOBGS100;Com.Space Heat.CO.BGS.00.Furnace.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOCPS100;Com.Space Heat.CO.BIOCPS.00.Stove.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOELC100;Com.Space Heat.CO.ELC.00.Resistance.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOELC200;Com.Space Heat.CO.ELC.00.Heat Pump.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOGEO100;Com.Space Heat.CO.GEO.00.Furnace.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOGMX100;Com.Space Heat.CO.GAS.00.Furnace.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOHET100;Com.Space Heat.CO.LTH.00.Heat exchanger.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOLPG100;Com.Space Heat.CO.LPG.00.Furnace.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOOIL100;Com.Space Heat.CO.OIL.00.Furnace.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOPEL100;Com.Space Heat.CO.BIOPEL.00.Stove.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCOSOL100;Com.Space Heat.CO.SOL.00.Furnace.;PJ;GW;PRE;-;CHCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSBGS100;Com.Space Heat.CS.BGS.00.Furnace.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSELC100;Com.Space Heat.CS.ELC.00.Resistance.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSELC200;Com.Space Heat.CS.ELC.00.Heat Pump.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSGEO100;Com.Space Heat.CS.GEO.00.Furnace.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSGMX100;Com.Space Heat.CS.GAS.00.Furnace.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSHET100;Com.Space Heat.CS.LTH.00.Heat exchanger.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSLPG100;Com.Space Heat.CS.LPG.00.Furnace.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSOIL100;Com.Space Heat.CS.OIL.00.Furnace.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSPEL100;Com.Space Heat.CS.BIOPEL.00.Stove.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHCSSOL100;Com.Space Heat.CS.SOL.00.Furnace.;PJ;GW;PRE;-;CHCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATBGS100;Com.Space Heat.DATA.BGS.00.Furnace.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATCPS100;Com.Space Heat.DATA.BIOCPS.00.Stove.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATELC100;Com.Space Heat.DATA.ELC.00.Resistance.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATELC200;Com.Space Heat.DATA.ELC.00.Heat Pump.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATGEO100;Com.Space Heat.DATA.GEO.00.Furnace.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATGMX100;Com.Space Heat.DATA.GAS.00.Furnace.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATHET100;Com.Space Heat.DATA.LTH.00.Heat exchanger.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATLPG100;Com.Space Heat.DATA.LPG.00.Furnace.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATOIL100;Com.Space Heat.DATA.OIL.00.Furnace.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHDATPEL100;Com.Space Heat.DATA.BIOPEL.00.Stove.;PJ;GW;PRE;-;CHDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENBGS100;Com.Space Heat.EN.BGS.00.Furnace.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENCPS100;Com.Space Heat.EN.BIOCPS.00.Stove.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENELC100;Com.Space Heat.EN.ELC.00.Resistance.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENELC200;Com.Space Heat.EN.ELC.00.Heat Pump.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENGEO100;Com.Space Heat.EN.GEO.00.Furnace.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENGMX100;Com.Space Heat.EN.GAS.00.Furnace.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENHET100;Com.Space Heat.EN.LTH.00.Heat exchanger.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENLPG100;Com.Space Heat.EN.LPG.00.Furnace.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENOIL100;Com.Space Heat.EN.OIL.00.Furnace.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENPEL100;Com.Space Heat.EN.WODDPELL.00.Stove.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHENSOL100;Com.Space Heat.EN.SOL.00.Furnace.;PJ;GW;PRE;-;CHEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSABGS100;Com.Space Heat.SA.BGS.00.Furnace.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSACPS100;Com.Space Heat.SA.BIOCPS.00.Stove.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSAELC100;Com.Space Heat.SA.ELC.00.Resistance.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSAELC200;Com.Space Heat.SA.ELC.00.Heat Pump.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSAGMX100;Com.Space Heat.SA.GAS.00.Furnace.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSAHET100;Com.Space Heat.SA.LTH.00.Heat exchanger.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSALPG100;Com.Space Heat.SA.LPG.00.Furnace.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSAOIL100;Com.Space Heat.SA.OIL.00.Furnace.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSAPEL100;Com.Space Heat.SA.BIOPEL.00.Stove.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CHSASOL100;Com.Space Heat.SA.SOL.00.Furnace.;PJ;GW;PRE;-;CHSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBAELC100;Com.Lighting.ELC.00.Incandescent Standard.;PJ;PJA;PRE;-;CLIGBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBAELC200;Com.Lighting.ELC.00.Incandescent Improved.;PJ;PJA;PRE;-;CLIGBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBAELC300;Com.Lighting.ELC.00.Halogen.;PJ;PJA;PRE;-;CLIGBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBAELC400;Com.Lighting.ELC.00.Fluorescent.;PJ;PJA;PRE;-;CLIGBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBAELC500;Com.Lighting.ELC.00.LED.;PJ;PJA;PRE;-;CLIGBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBPELC100;Com.Lighting.ELC.00.Incandescent Standard.;PJ;PJA;PRE;-;CLIGBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBPELC200;Com.Lighting.ELC.00.Incandescent Improved.;PJ;PJA;PRE;-;CLIGBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBPELC300;Com.Lighting.ELC.00.Halogen.;PJ;PJA;PRE;-;CLIGBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBPELC400;Com.Lighting.ELC.00.Fluorescent.;PJ;PJA;PRE;-;CLIGBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGBPELC500;Com.Lighting.ELC.00.LED.;PJ;PJA;PRE;-;CLIGBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCOELC100;Com.Lighting.ELC.00.Incandescent Standard.;PJ;PJA;PRE;-;CLIGCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCOELC200;Com.Lighting.ELC.00.Incandescent Improved.;PJ;PJA;PRE;-;CLIGCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCOELC300;Com.Lighting.ELC.00.Halogen.;PJ;PJA;PRE;-;CLIGCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCOELC400;Com.Lighting.ELC.00.Fluorescent.;PJ;PJA;PRE;-;CLIGCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCOELC500;Com.Lighting.ELC.00.LED.;PJ;PJA;PRE;-;CLIGCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCSELC100;Com.Lighting.ELC.00.Incandescent Standard.;PJ;PJA;PRE;-;CLIGCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCSELC200;Com.Lighting.ELC.00.Incandescent Improved.;PJ;PJA;PRE;-;CLIGCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCSELC300;Com.Lighting.ELC.00.Halogen.;PJ;PJA;PRE;-;CLIGCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCSELC400;Com.Lighting.ELC.00.Fluorescent.;PJ;PJA;PRE;-;CLIGCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGCSELC500;Com.Lighting.ELC.00.Fluorescent.;PJ;PJA;PRE;-;CLIGCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGDATAELC100;Com.Lighting.ELC.00.Incandescent Standard.;PJ;PJA;PRE;-;CLIGDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGDATAELC200;Com.Lighting.ELC.00.Incandescent Improved.;PJ;PJA;PRE;-;CLIGDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGDATAELC300;Com.Lighting.ELC.00.Halogen.;PJ;PJA;PRE;-;CLIGDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGDATAELC400;Com.Lighting.ELC.00.Fluorescent.;PJ;PJA;PRE;-;CLIGDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGDATAELC500;Com.Lighting.ELC.00.LED.;PJ;PJA;PRE;-;CLIGDATA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGENELC100;Com.Lighting.ELC.00.Incandescent Standard.;PJ;PJA;PRE;-;CLIGEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGENELC200;Com.Lighting.ELC.00.Incandescent Improved.;PJ;PJA;PRE;-;CLIGEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGENELC300;Com.Lighting.ELC.00.Halogen.;PJ;PJA;PRE;-;CLIGEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGENELC400;Com.Lighting.ELC.00.Fluorescent.;PJ;PJA;PRE;-;CLIGEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGENELC500;Com.Lighting.ELC.00.LED.;PJ;PJA;PRE;-;CLIGEN;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGSAELC100;Com.Lighting.ELC.00.Incandescent Standard.;PJ;PJA;PRE;-;CLIGSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGSAELC200;Com.Lighting.ELC.00.Incandescent Improved.;PJ;PJA;PRE;-;CLIGSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGSAELC300;Com.Lighting.ELC.00.Halogen.;PJ;PJA;PRE;-;CLIGSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGSAELC400;Com.Lighting.ELC.00.Fluorescent.;PJ;PJA;PRE;-;CLIGSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CLIGSAELC500;Com.Lighting.ELC.00.LED.;PJ;PJA;PRE;-;CLIGSA;ANNUAL;0,00
BASE;RW;COM;.DMD.;COM_CNBAT_BA;Building New BA;MM2;MM2-A;DMD;-;CNBATBA;ANNUAL;0,00
BASE;RW;COM;.DMD.;COM_CNBAT_BP;Building New BP;MM2;MM2-A;DMD;-;CNBATBP;ANNUAL;0,00
BASE;RW;COM;.DMD.;COM_CNBAT_CO;Building New CO;MM2;MM2-A;DMD;-;CNBATCO;ANNUAL;0,00
BASE;RW;COM;.DMD.;COM_CNBAT_CS;Building New CS;MM2;MM2-A;DMD;-;CNBATCS;ANNUAL;0,00
BASE;RW;COM;.DMD.;COM_CNBAT_DATA;Building New TA;MM2;MM2-A;DMD;-;CNBATDATA;ANNUAL;0,00
BASE;RW;COM;.DMD.;COM_CNBAT_EN;Building New EN;MM2;MM2-A;DMD;-;CNBATEN;ANNUAL;0,00
BASE;RW;COM;.DMD.;COM_CNBAT_SA;Building New SA;MM2;MM2-A;DMD;-;CNBATSA;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMGAS00;Fuel Tech - biogaz enrichi (COM);PJ;PJA;PRE;-;COMGAS;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMGEO00;Fuel Tech - Geothermal (COM);PJ;PJA;PRE;-;COMGEO;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMGMX00;Fuel Tech  - Natural Gas (COM);PJ;PJA;PRE;-;COMGMX;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMGSL00;Fuel Tech - GSL (COM);PJ;PJA;PRE;-;COMGSL;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMGZH00;Fuel Tech - biogaz enrichi (COM);PJ;PJA;PRE;-;COMGZH;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMHET00;Fuel Tech - Low Temparature Heat (COM);PJ;PJA;PRE;-;COMHET;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMLPG00;Fuel Tech - Liquified Petroleum Gas (COM);PJ;PJA;PRE;-;COMLPG;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMOIL00;Fuel Tech - Oil (COM);PJ;PJA;PRE;-;COMOIL;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMPEL00;Fuel Tech - Pellets (COM);PJ;PJA;PRE;-;COMPEL;ANNUAL;0,00
BASE;RW;COM;.PRE.;COMSOL00;Fuel Tech - Solar (COM);PJ;PJA;PRE;-;COMSOL;ANNUAL;0,00
BASE;RW;COM;.DMD.;COSEELC100;Com.Serveur Electricity.DATA CENTER.ELC.00.Other Equipments.;PJ;PJA;DMD;-;COSE;ANNUAL;0,00
BASE;RW;COM;.DMD.;CPLIELC100;Com.Public Lighting.ELC.00.Generic Lamp.;PJ;PJA;DMD;-;CPLI;ANNUAL;0,00
BASE;RW;COM;.DMD.;CREFELC100;Com.Refrigeration.ELC.00.Refrigerator.;PJ;PJA;DMD;-;CREF;ANNUAL;0,00
BASE;RW;COM;.DMD.;CREFELC200;Com.Refrigeration.ELC.00.Freezer.;PJ;PJA;DMD;-;CREF;ANNUAL;0,00
BASE;RW;COM;.DMD.;CREFELC300;Com.Refrigeration.ELC.00.Refrigerator+Freezer.;PJ;PJA;DMD;-;CREF;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBABGS100;Com.Water Heat.BA.BGS.00.Furnace.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBACPS100;Com.Water Heat.BA.BIOCPS.00.Stove.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBAELC100;Com.Water Heat.BA.ELC.00.Resistance.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBAELC200;Com.Water Heat.BA.ELC.00.Heat Pump.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBAGEO100;Com.Water Heat.BA.GEO.00.Furnace.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBAGMX100;Com.Water Heat.BA.GAS.00.Furnace.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBAHET100;Com.Water Heat.BA.LTH.00.Heat Exchanger.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBALPG100;Com.Water Heat.BA.LPG.00.Furnace.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBAOIL100;Com.Water Heat.BA.OIL.00.Furnace.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBAPEL100;Com.Water Heat.BA.BIOPEL.00.Stove.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBASOL100;Com.Water Heat.BA.SOL.00.Furnace.;PJ;GW;PRE;-;CWBA;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPBGS100;Com.Water Heat.BP.BGS.00.Furnace.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPCPS100;Com.Water Heat.BP.BIOCPS.00.Stove.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPELC200;Com.Water Heat.BP.ELC.00.Heat Pump.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPGEO100;Com.Water Heat.BP.GEO.00.Furnace.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPGMX100;Com.Water Heat.BP.GAS.00.Furnace.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPHET100;Com.Water Heat.BP.LTH.00.Heat Exchanger.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPLPG100;Com.Water Heat.BP.LPG.00.Furnace.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPOIL100;Com.Water Heat.BP.OIL.00.Furnace.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPPEL100;Com.Water Heat.BP.BIOPEL.00.Stove.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWBPSOL100;Com.Water Heat.BP.SOL.00.Furnace.;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOBGS100;Com.Water Heat.CO.BGS.00.Furnace.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOCPS100;Com.Water Heat.CO.BIOCPS.00.Stove.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOELC100;Com.Water Heat.CO.ELC.00.Resistance.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOELC200;Com.Water Heat.CO.ELC.00.Heat Pump.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOGEO100;Com.Water Heat.CO.GEO.00.Furnace.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOGMX100;Com.Water Heat.CO.GAS.00.Furnace.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOHET100;Com.Water Heat.BP.LTH.00.Heat Exchanger.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOLPG100;Com.Water Heat.CO.LPG.00.Furnace.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOOIL100;Com.Water Heat.CO.OIL.00.Furnace.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOPEL100;Com.Water Heat.CO.BIOPEL.00.Stove.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCOSOL100;Com.Water Heat.CO.SOL.00.Furnace.;PJ;GW;PRE;-;CWCO;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSBGS100;Com.Water Heat.CS.BGS.00.Furnace.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSCPS100;Com.Water Heat.CS.BIOCPS.00.Stove.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSELC100;Com.Water Heat.CS.ELC.00.Resistance.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSELC200;Com.Water Heat.CS.ELC.00.Heat Pump.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSGEO100;Com.Water Heat.CS.GEO.00.Furnace.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSLPG100;Com.Water Heat.CS.LPG.00.Furnace.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSOIL100;Com.Water Heat.CS.OIL.00.Furnace.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSPEL100;Com.Water Heat.CS.BIOPEL.00.Stove.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWCSSOL100;Com.Water Heat.CS.SOL.00.Furnace.;PJ;GW;PRE;-;CWCS;ANNUAL;0,00
BASE;RW;COM;.PRE.;CWDATBGS100;Com.Water Heat.DATA.BGS.00.Furnace.;PJ;GW;PRE;-;CWDATA;ANNUAL;0,00
