Process;Category
CHPINDBGSISGN00_N;CHP-processes
CHPINDBIOIOIN00_N;CHP-processes
CHPINDBLQIPPN00_N;CHP-processes
CHPINDCOGIISN00_N;CHP-processes
CHPINDCPSIBPN00_N;CHP-processes
CHPINDCPSICHN00_N;CHP-processes
CHPINDCPSIMLN00_N;CHP-processes
CHPINDCPSIOFN00_N;CHP-processes
CHPINDCPSIOIN00_N;CHP-processes
CHPINDCPSIPPN00_N;CHP-processes
CHPINDCPSISGN00_N;CHP-processes
CHPINDGMXICHN00_N;CHP-processes
CHPINDGMXIISN00_N;CHP-processes
CHPINDGMXIMLN00_N;CHP-processes
CHPINDGMXIOFN00_N;CHP-processes
CHPINDGMXIOIN00_N;CHP-processes
CHPINDGMXIPON00_N;CHP-processes
CHPINDGMXIPPN00_N;CHP-processes
CHPINDGMXISGN00_N;CHP-processes
CHPINDHFOIISN00_N;CHP-processes
CHPINDHFOIPPN00_N;CHP-processes
CHPINDIBP00;CHP-processes
CHPINDICH00;CHP-processes
CHPINDIML00;CHP-processes
CHPINDINF00;CHP-processes
CHPINDINM00;CHP-processes
CHPINDIOF00;CHP-processes
CHPINDIOI00;CHP-processes
CHPINDIPO00;CHP-processes
CHPINDIPP00;CHP-processes
CHPINDISG00;CHP-processes
CHPINDLFOICHN00_N;CHP-processes
CHPINDLFOIISN00_N;CHP-processes
CHPINDLFOIOFN00_N;CHP-processes
CHPINDLFOIOIN00_N;CHP-processes
CHPINDLFOIPPN00_N;CHP-processes
CHPINDPELICHN00_N;CHP-processes
CHPINDPELICHN00_N;CHP-processes
CHPINDPELIMLN00_N;CHP-processes
CHPINDPELIOIN00_N;CHP-processes
CHPINDPELISGN00_N;CHP-processes
CHPINDWSTIOFN00_N;CHP-processes
CHPINDWSTIOIN00_N;CHP-processes
CHPINDWSTIPPN00_N;CHP-processes
CHSACPSCHPN01_N;CHP-processes
CHSAGMXCHPN01_N;CHP-processes
CHSAOILCHPN01_N;CHP-processes
CHSAPELCHPN01_N;CHP-processes
ECHPP_AED_BGS_N;CHP-processes
ECHPP_CCGT-CHP_GAS_N;CHP-processes
ECHPP_CHP_WOO_N;CHP-processes
ECHPP_COM_BGS_E05;CHP-processes
ECHPP_COM_CPS_E01;CHP-processes
ECHPP_COM_GAS_E04;CHP-processes
ECHPP_COM_OIL_E06;CHP-processes
ECHPP_COM_PEL_E03;CHP-processes
ECHPP_MOT_BGS_E01;CHP-processes
ECHPP_MOT_BIO_E02;CHP-processes
ECHPP_MOT_GAS_E04;CHP-processes
ECHPP_MOT_OIL_E03;CHP-processes
AGRAPP00;AGR-processes
AGRHH00;AGR-processes
AGRHH01;AGR-processes
AGROFR00;AGR-processes
AGROFR01;AGR-processes
IMPDEMZ;AGR-processes
AGRPVELC;ELC-processes
COMPVELC;ELC-processes
ERNW_PV-Buildings_SOL_N;ELC-processes
ERNW_PV-GreenField_SOL_N;ELC-processes
ERNW_PV-Large_Roof_SOL_N;ELC-processes
ERNW_PV-RES_Homes_SOL_N;ELC-processes
INDPVELC;ELC-processes
RSDPVELC;ELC-processes
ENUC_Thiange;ELC-processes
ERNW_Eolien_Big_E1;ELC-processes
ERNW_Eolien_Medium_E3;ELC-processes
ERNW_Eolien_Small_E4;ELC-processes
ERNW_GEO-EGS_GEO_N;ELC-processes
ERNW_HYD_HYD_N;ELC-processes
ERNW_Hydro_Big_E5;ELC-processes
ERNW_Hydro_Medium_E6;ELC-processes
ERNW_Hydro_Pompage_E8;ELC-processes
ERNW_Hydro_Small_E7;ELC-processes
ERNW_WINON-Small_WIN_N;ELC-processes
ERNW_WINON_WIN_N;ELC-processes
ETSTP_CCGT-CCS_PostC_GAS_N;ELC-processes
ETSTP_CCGT_GAS_N;ELC-processes
ETSTP_FB-CCS_PostC_COL_N;ELC-processes
ETSTP_FBB_WOO_N;ELC-processes
ETSTP_GFST_WOO_N;ELC-processes
ETSTP_IGCC-CCS_PreC_COH_N;ELC-processes
ETSTP_IGCC-CCS_PreC_COL_N;ELC-processes
ETSTP_IGCC_COH_N;ELC-processes
ETSTP_IGCC_COL_N;ELC-processes
ETSTP_IGCC_WOO_N;ELC-processes
ETSTP_MOT_BGS_E09;ELC-processes
ETSTP_NUC-LCFR_NUC_N;ELC-processes
ETSTP_NUC-LWR-GEN3_NUC_N;ELC-processes
ETSTP_NUC-LWR-SM_NUC_N;ELC-processes
ETSTP_NUC-SCFR-GEN4_NUC_N;ELC-processes
ETSTP_OCGT-A_GAS_N;ELC-processes
ETSTP_OCGT-C_GAS_N;ELC-processes
ETSTP_PSC-CCS_Oxyf_COH_N;ELC-processes
ETSTP_PSC-CCS_PostC_COH_N;ELC-processes
ETSTP_PSC_COH_N;ELC-processes
ETSTP_PSC_COL_N;ELC-processes
ETSTP_SCFB_COL_N;ELC-processes
ETSTP_TAG_GAS_E06;ELC-processes
ETSTP_TBJ_KER_E05;ELC-processes
ETSTP_TGV_GAS_E01;ELC-processes
ETSTP_TGV_GAS_E02;ELC-processes
ETSTP_TGV_GAS_E03;ELC-processes
ETSTP_TGV_GAS_E04;ELC-processes
ETSTP_TVC_WST_E11;ELC-processes
IMPDEMZ;IND-processNE
NECDEMAND00;IND-processNE
NEODEMAND00;IND-processNE
